,gang_num_fdijk,worker_num_fdijk,vector_num_fdijk,Mean Squared Calc Time,Mean Squared Rmass Error,Mean Squared Rmom Error,Mean Squared Rener Error
80,238592,1,864,0.0009762082802333,4.55076388782922e-68,1.937652349756873e-56,6.773911068825459e-57
81,71168,1,608,0.0008571373858666,5.2500533254973535e-68,2.2618330359824935e-56,7.759821723276002e-57
82,8704,1,32,0.0007327598991999,6.912685452097902e-68,2.9700509314178648e-56,9.923510572208463e-57
83,512,1,288,0.0008168014506666,3.476755158560272e-66,2.34243611942756e-54,3.513234077076145e-55
84,81920,1,64,9.585807202743364,7.314237633899392e-68,3.1304318440454417e-56,1.0127104796182906e-56
85,512,1,480,0.0010041036867333,3.264471306230048e-66,2.229248122202775e-54,3.2974827171429345e-55
86,278016,1,32,0.0007486818957333,7.129286759907667e-68,2.9761619605714405e-56,1.0246566954009777e-56
87,317440,1,32,0.0007477490542999,7.092924858635689e-68,2.975293200090369e-56,9.996892060134624e-57
88,304640,1,800,0.0009972556348666,4.442091229173214e-68,1.9600465766408014e-56,6.87519964146865e-57
89,367616,1,608,0.0008250261557666,5.340353097860037e-68,2.2282127285510125e-56,7.852438335674835e-57
90,494592,1,64,0.0007499199586999,7.63332455220847e-68,3.1921093440543977e-56,1.0473273073447534e-56
91,142848,1,992,0.0010174744902666,4.3968931073738525e-68,1.9220967088321324e-56,6.766123192060667e-57
92,64512,1,32,0.0007578148712666,6.9373454690006146e-68,2.969411681048678e-56,1.022319139593489e-56
93,512,1,96,0.0007871874738666,3.4349032796080734e-66,2.1176728972158807e-54,3.50552386994574e-55
94,9216,1,32,0.0007511167289333,6.718046390644636e-68,3.020437265122481e-56,1.0217546704363622e-56
95,153088,1,32,0.0007545180938999,7.159650696672797e-68,2.9890661944012164e-56,1.0010116638086016e-56
96,512,1,576,0.0009352941423999,3.2692968669336395e-66,2.226170093284556e-54,3.300454389430378e-55
97,221696,1,32,0.0007535217503999,7.0224041502430775e-68,2.9963028460678722e-56,1.0146037243515519e-56
98,97280,1,768,0.0010050370229333,4.611566118868263e-68,1.944809869421063e-56,6.832344977273435e-57
99,62464,1,608,0.0008312442747999,5.217746144201896e-68,2.2208066276046306e-56,7.74848969318388e-57
100,163328,1,736,0.0010396949134666,4.4358792729228805e-68,1.9467807878457498e-56,6.743923682154439e-57
101,109568,1,768,0.0010098613006333,4.575219557248441e-68,1.9522105812211866e-56,6.882976776937962e-57
102,31232,1,32,0.0007838618755333,6.472096735367206e-68,3.004837238962657e-56,1.001954650206561e-56
103,389632,1,640,0.0008632751635999,5.274513029130949e-68,2.2495575461200187e-56,7.830647490192449e-57
104,285184,1,32,0.0007595707595666,7.243993842459968e-68,3.0423325429325385e-56,1.0441126093296498e-56
105,290816,1,416,0.0008413491139666,5.500659145437954e-68,2.3132969240603065e-56,7.937721481898922e-57
106,81408,1,288,0.0007949984368666,6.349979712183885e-68,2.678441628409243e-56,8.937269513054509e-57
107,197120,1,192,0.0007932252436999,5.693822745423411e-68,2.5498832147320615e-56,8.72268740265373e-57
108,419840,1,96,0.0007394978522666,7.623460913421619e-68,3.3044843022359737e-56,1.0912602786185705e-56
109,33280,1,32,0.0007575230867666,6.8093500891814915e-68,2.9627898075509125e-56,9.850647502956495e-57
110,50176,1,32,0.0007753649834333,6.929586250928238e-68,2.9315252157431977e-56,9.866726356386116e-57
111,79872,1,32,0.0007743518255999,6.739289836188931e-68,2.934072279257955e-56,9.77967619899838e-57
112,76288,1,32,0.0007678867297666,6.984043147294876e-68,2.9981076248667e-56,9.914294570354986e-57
113,50688,1,32,0.0007627529053666,6.6965550476952805e-68,3.0019158559284715e-56,9.785020949558e-57
114,382464,1,512,0.0008718477586999,5.591678045180545e-68,2.2925116196851347e-56,8.073058073089793e-57
115,240640,1,512,0.0008554607501999,5.302749572824665e-68,2.2783172158308117e-56,8.074668129328747e-57
116,512000,1,32,0.0007838459367333,7.1313461949656635e-68,2.9873002778085496e-56,1.005497801966164e-56
117,107520,1,32,0.0007558241348333,7.101549302016652e-68,3.100371616163682e-56,1.0285654246569246e-56
118,12288,1,32,0.0007547098125333,6.748655416000598e-68,3.024831130476305e-56,9.926661101233088e-57
119,11776,1,32,0.0007606950958666,6.904085041456338e-68,2.9872525955542225e-56,9.947074417771213e-57
120,17920,1,160,0.0007195643052666,6.404030087102329e-68,2.671750120548813e-56,9.31966692380502e-57
121,512,1,864,0.0010610676547333,3.2548569842105224e-66,2.217022933897044e-54,3.2746439416676405e-55
122,393216,1,1024,0.0010446045118999,4.42410425821995e-68,1.947821048729241e-56,6.782647230366289e-57
123,374272,1,288,0.0007885174415999,6.324861690079034e-68,2.755262782626184e-56,9.138394223388421e-57
124,161280,1,640,0.0008782807361666,5.420230035902003e-68,2.2851255145039336e-56,7.993678974625282e-57
125,4608,1,800,0.0009153404144333,1.3161135059519212e-67,6.710435212020256e-56,1.8572098287130005e-56
126,356352,1,96,0.0007804987472666,7.745509828740577e-68,3.3022002030311707e-56,1.0911558587848859e-56
127,125440,1,32,0.0007900273730999,6.7340102666917815e-68,2.958872187029838e-56,9.880624348558953e-57
128,61952,1,32,0.0008049591258999,7.113950573451704e-68,2.9958193424833988e-56,9.788854122986172e-57
129,512,1,704,0.0010603969709999,3.244237582007773e-66,2.216271641959528e-54,3.283735577653266e-55
130,360448,1,32,0.0007878593048333,7.044071992625647e-68,2.995787007793332e-56,1.0051522758471877e-56
131,512,1,544,0.0009174551610999,3.296718748331912e-66,2.2261047069618566e-54,3.315621545118763e-55
132,94720,1,32,0.0007734932453333,6.585340608515682e-68,2.956905823801768e-56,9.915294513227369e-57
133,405504,1,224,0.0007562213156999,6.438511188173796e-68,2.7046476953528124e-56,9.103531730271596e-57
134,430080,1,32,0.0007387693155333,7.22321181816928e-68,3.0538923804804197e-56,1.0126581449378703e-56
135,118784,1,832,0.0010390701403333,4.485895579386619e-68,1.946825686713609e-56,6.731718819215464e-57
136,247808,1,704,0.0010579053536666,4.468813901800105e-68,1.934341174442365e-56,6.841989425342901e-57
137,31232,1,64,0.0007533764338666,7.726820184991937e-68,3.1514092221870986e-56,1.046883212510855e-56
138,512,1,256,0.0007988512482666,3.423927447243819e-66,2.3018614804429168e-54,3.412886315255968e-55
139,512,1,160,0.0007976093163333,3.411961795171813e-66,2.256770215609098e-54,3.4737344646196675e-55
140,27136,1,64,0.0007417529622999,7.307992351238269e-68,3.114060846511603e-56,1.036009323962408e-56
141,488448,1,32,0.0007311284098999,6.6517402257956914e-68,2.9873412913347228e-56,1.0148584547318629e-56
142,502272,1,32,0.0007707193131333,6.748647535552137e-68,2.9689419556276373e-56,9.809729897783743e-57
143,248320,1,32,0.0007747995024999,7.032205818043796e-68,2.989692420415536e-56,1.0045091106305504e-56
144,512,1,1024,0.0010732791260333,3.2569488691743534e-66,2.2174001358697615e-54,3.26657324230641e-55
145,372736,1,32,0.0007767827729666,6.753189548026491e-68,3.0019767431381348e-56,9.953106493600705e-57
146,377344,1,832,0.0010456591538333,4.314009513137876e-68,1.9330786267454525e-56,6.763967125173914e-57
147,392704,1,416,0.0008086317285666,5.4141147007827416e-68,2.290891971043884e-56,7.926994493202533e-57
148,341504,1,32,0.0007437455547999,6.869466023813026e-68,2.9801274944529797e-56,1.0184787616735593e-56
149,56832,1,32,0.0007349070622333,7.0176763136194295e-68,3.0266130952791847e-56,1.0182670015662673e-56
150,13312,1,64,0.0007402478290666,7.290122167325078e-68,3.115581230718773e-56,1.0531296412185973e-56
151,62976,1,224,0.0007750533710666,6.30347843892092e-68,2.6901591961894797e-56,9.095694742413513e-57
152,141312,1,160,0.0007568117157666,6.2117871472027586e-68,2.705195276451172e-56,9.324157703085509e-57
153,186368,1,32,0.0007419690486666,6.7267446300180685e-68,2.9899438816752027e-56,1.0154642149179609e-56
154,236544,1,32,0.0007517232589999,7.1844695661464955e-68,2.991210906422385e-56,1.0145760696477253e-56
155,228352,1,576,0.0008343740637999,5.130811623929851e-68,2.208720409161262e-56,7.709641982776464e-57
156,71168,1,32,0.0007709741108999,7.008682298880541e-68,2.999470115285924e-56,1.0203352928181765e-56
157,304640,1,384,0.0007833748966999,5.374035272642431e-68,2.273481641583875e-56,7.944210153997617e-57
158,512,1,608,0.0009152819087999,3.2702239877426155e-66,2.2193800326225577e-54,3.2898067512727826e-55
159,86528,1,32,0.0007792028157999,6.977301904831905e-68,2.966102421586564e-56,9.933358077057517e-57
160,40960,1,96,0.0007218779381999,8.124552607637989e-68,3.3433315135987376e-56,1.0942345452488966e-56
161,237568,1,32,0.0007543092439333,7.0714391868341575e-68,3.0221752721532306e-56,1.0148237738975593e-56
162,271360,1,32,0.0007545396754333,6.845055491255938e-68,2.969237138622627e-56,9.836848078887069e-57
163,197120,1,832,0.0010339508934333,4.386255819017895e-68,1.9358613868276734e-56,6.80901354536416e-57
164,142848,1,704,0.0010231689584999,4.586047856351648e-68,1.9411662356515132e-56,6.856769238126284e-57
165,97280,1,32,0.0007715659733999,6.868303214692056e-68,3.0252897772982784e-56,1.0204667061302342e-56
166,62464,1,576,0.0008310489488999,5.100125377765471e-68,2.2010246644307814e-56,7.722833451139712e-57
167,163840,1,32,0.0007325068647666,6.9466788510983546e-68,3.005036601051042e-56,1.0123276819661757e-56
168,370176,1,352,0.0007940284809999,5.6747195121519385e-68,2.4059406627493427e-56,8.413469266592262e-57
169,25600,1,32,0.0007335117202333,6.8147127339740955e-68,2.951787339846585e-56,9.891113688196205e-57
170,74752,1,32,0.0007472697563999,7.171390955445701e-68,3.013719715097462e-56,1.0129137774766053e-56
171,512,1,736,0.0010668951090333,3.2570361774370285e-66,2.212720710446877e-54,3.273504156827657e-55
172,369664,1,768,0.0010202143850666,4.5229109133623405e-68,1.9506220757389802e-56,6.802625432800617e-57
173,290816,1,32,0.0007457273381999,6.757002692350011e-68,3.019799356407146e-56,1.0203244658991897e-56
174,504832,1,288,0.0007806735299666,6.528972265758212e-68,2.729158319693188e-56,9.158037322027289e-57
175,45568,1,640,0.0008338688450999,5.299875087495792e-68,2.317802346230349e-56,7.957898459102105e-57
176,423936,1,640,0.0008316653405333,5.2493210129581986e-68,2.304548276679721e-56,8.09272673436607e-57
177,269824,1,32,0.0007317375677666,6.9960733849906386e-68,2.9735863550806137e-56,1.0052807095663559e-56
178,8192,1,32,0.0007346396058666,6.955031225139084e-68,3.026814176281413e-56,1.0215115255697209e-56
179,49664,1,32,0.0007325619082333,7.19004423517492e-68,3.03360398634323e-56,1.0219764684429318e-56
180,140288,1,192,0.0007171487931999,5.822718205464487e-68,2.541728757388728e-56,8.714610315566114e-57
181,419840,1,32,0.0007180204836333,7.117222463667633e-68,2.992822788828016e-56,9.920324414154158e-57
182,382464,1,32,0.0007064562347333,6.987096444619347e-68,2.964789841717418e-56,1.0099859136782872e-56
183,127488,1,544,0.0008093708896999,5.371537467477692e-68,2.280491359378613e-56,7.921303801286887e-57
184,510464,1,32,0.0007174998762333,6.980800264050829e-68,3.00647420794606e-56,1.0116349567015112e-56
185,444416,1,32,0.0007595390388333,6.982141059884113e-68,3.016828833089474e-56,1.0127511689249559e-56
186,410112,1,32,0.0007037882543999,7.005298596834965e-68,3.0144394878281496e-56,1.0277064507281666e-56
187,34304,1,32,0.0007580645608666,6.7961218352932774e-68,2.9697049848393924e-56,1.0047985102466399e-56
188,188928,1,32,0.0007519003156999,7.013927218699028e-68,2.9831831710655325e-56,1.0064378287318099e-56
189,291328,1,32,0.0007464706301666,6.830124740665357e-68,2.984884079083712e-56,9.991955572178381e-57
190,28672,1,32,0.0007424473574666,6.883616857261624e-68,2.996212489149259e-56,1.0005621027983636e-56
191,161280,1,320,0.0007784754033333,6.2786999615237125e-68,2.7602465659422924e-56,9.285131119583874e-57
192,114176,1,32,0.0007576601217666,6.706479307485e-68,2.970737191801057e-56,9.780109592764381e-57
193,450560,1,832,0.0010355151079999,4.459275766156366e-68,1.9269346137923618e-56,6.667423321684303e-57
194,350720,1,32,0.0007595884022333,7.227718346074461e-68,3.001285640870573e-56,1.0077291925910089e-56
195,46080,1,32,0.0007755936285666,6.7718069786098305e-68,2.9706372357171107e-56,1.0075599813082485e-56
196,22016,1,64,0.0007324069919999,7.14434956411012e-68,3.1984125567828407e-56,1.0599234205353868e-56
197,45568,1,32,0.0007434035427666,6.7707099436085335e-68,2.9644887778997544e-56,1.0052546629925508e-56
198,133120,1,128,0.0007433849078999,6.929616093088223e-68,2.7866282403609178e-56,9.462887480100081e-57
199,4608,1,32,0.0007776914706666,1.7985373749271943e-67,9.20898655506305e-56,2.475120212304479e-56
200,356352,1,672,0.0010169062961999,4.4938037871286555e-68,1.9624287605422482e-56,6.794861808256576e-57
201,288768,1,32,0.0006986741106999,6.7431650954186214e-68,3.0017157082024396e-56,1.024998339970751e-56
202,208896,1,32,0.0007042794695999,7.001344621998876e-68,3.0026692779781278e-56,1.0104915772605805e-56
203,322048,1,32,0.0006835349172999,7.242430634377774e-68,3.0490946273146084e-56,1.0193533912786324e-56
204,109056,1,96,0.0006824723379333,8.06162770821646e-68,3.2704916996974098e-56,1.0892163624131696e-56
205,142336,1,896,0.0010406765051666,4.453821275824933e-68,1.9312956576561398e-56,6.798411907994697e-57
206,33792,1,128,0.0007545038418999,6.7898034139103845e-68,2.805136059446653e-56,9.437558021072817e-57
207,30208,1,32,0.0007561811259999,6.5656758140865125e-68,3.0009218070282854e-56,1.0173146459203001e-56
208,24064,1,32,0.0007884205636333,6.917812359129702e-68,2.9573247421227244e-56,9.931641364734692e-57
209,118784,1,256,0.0007541006506666,5.9007938616268605e-68,2.5183428190458697e-56,8.541992476601293e-57
210,378880,1,480,0.0008370384145666,5.457908372591001e-68,2.2656726090399525e-56,8.015191132921007e-57
211,372736,1,832,0.0010169730210999,4.5262251360514515e-68,1.948904098872793e-56,6.786770935395967e-57
212,250368,1,576,0.0008470597910666,5.330249079123848e-68,2.2083682739960637e-56,7.687931522581278e-57
213,132608,1,32,0.0007777186425999,6.908202251348347e-68,2.969016003080112e-56,1.0111794538441194e-56
214,365056,1,32,0.0007913297794999,7.0326577156636e-68,2.9815432813575284e-56,1.027113891563709e-56
215,392704,1,256,0.0007746946569666,6.259643026885435e-68,2.5311702530693828e-56,8.706470630251664e-57
216,228352,1,352,0.0007666946268666,5.5882595984920256e-68,2.412975543696356e-56,8.319917599967599e-57
217,184320,1,32,0.0007084389422666,6.648817922348637e-68,2.9437505695083397e-56,1.0006090137890464e-56
218,166912,1,32,0.0007093746489999,6.8532192059396565e-68,2.9970220281931613e-56,9.840348016291815e-57
219,37888,1,32,0.0007116920028999,6.5755012573584855e-68,2.9674924214472317e-56,9.798596843164156e-57
220,497152,1,32,0.0007648840519666,6.4383237641519975e-68,2.9563533871095447e-56,1.0021495025267485e-56
221,272384,1,32,0.0007719151830666,6.916917197201814e-68,2.9284956670682307e-56,9.748668674537076e-57
222,304640,1,32,0.0007464111270666,7.074357516891807e-68,2.9731596661869496e-56,9.949457599933759e-57
223,417792,1,288,0.0007527787954999,6.061400565166978e-68,2.740865857596924e-56,8.931614110677135e-57
224,494592,1,224,0.0007399428710333,6.29224670025959e-68,2.747061274797742e-56,9.404080888594718e-57
225,142848,1,512,0.0008631098627333,5.420511609575697e-68,2.330550243656886e-56,8.104302314167129e-57
226,43520,1,96,0.0007438140477333,7.667978732266251e-68,3.321943665111184e-56,1.082650585994047e-56
227,55808,1,32,0.0007785453693999,7.024616391871215e-68,2.996527405552817e-56,1.0064439615500972e-56
228,23552,1,64,0.0007679867631333,7.541588067102482e-68,3.111631817753313e-56,1.044115520056718e-56
229,88064,1,32,0.0007996527353999,6.6886560142569135e-68,2.9703723031522425e-56,9.889141731811659e-57
230,113664,1,32,0.0007594109730999,6.968075997502936e-68,2.97676518429269e-56,1.0120351178554845e-56
231,173056,1,608,0.0007913735254999,5.2431885161012865e-68,2.23666400444625e-56,7.894744504341484e-57
232,45056,1,32,0.0007350447014333,7.0215699727408355e-68,3.007635864748131e-56,1.0051414879050341e-56
233,434688,1,32,0.0007073108774666,6.82993841439074e-68,2.9833834666993463e-56,1.0073313248025242e-56
234,266752,1,576,0.0008639970318999,5.116502215021727e-68,2.2077973487099655e-56,7.644715768222087e-57
235,246272,1,32,0.0007399111230999,7.1596172262856144e-68,3.066414325819736e-56,1.0293969612136252e-56
236,109568,1,160,0.0007570844407666,6.3679673457745835e-68,2.7095935584735506e-56,9.287304390019689e-57
237,25088,1,32,0.0007262069074999,6.6297962801764375e-68,3.0124067512732868e-56,1.008811217036846e-56
238,23552,1,32,0.0007039463996666,7.041168819391553e-68,2.98548118360068e-56,1.0082065783604681e-56
239,283648,1,32,0.0007281481298666,6.682378926358534e-68,2.9930978104745647e-56,1.005751998324022e-56
240,448000,1,32,0.0007471397413999,6.922287140333427e-68,2.9760734564879215e-56,1.002894160220226e-56
241,512,1,960,0.0010802484236333,3.24973051764426e-66,2.2140242910933932e-54,3.279750563765523e-55
242,230400,1,1024,0.0010533763634666,4.43234412653415e-68,1.9561129695710494e-56,6.759422748490336e-57
243,321024,1,160,0.0007085021099999,6.4721758161273215e-68,2.7064959483356495e-56,9.447680446047118e-57
244,72192,1,32,0.0007092935983666,7.2048932621210675e-68,2.9881142308311626e-56,9.907769743080655e-57
245,57344,1,32,0.0007126802346333,7.041181381754492e-68,2.951660825532406e-56,9.995628181471917e-57
246,4096,1,32,0.0007329217360999,1.260009417271692e-67,1.1751701457427179e-55,1.734312208312822e-56
247,377856,1,32,0.0007601714096666,6.780769386358802e-68,2.9923720895557387e-56,9.954905285406368e-57
248,177152,1,32,0.0007573464923333,6.624800164305575e-68,3.0166678858052784e-56,1.023904079170277e-56
249,256000,1,32,0.0007064440421666,7.0600472744991406e-68,2.9943584323114268e-56,9.9854155886664e-57
250,189440,1,544,0.0007999415425666,5.403648970509567e-68,2.2881932875543215e-56,7.854707942450425e-57
251,188928,1,512,0.0008859840015999,5.502236040034582e-68,2.311637397780153e-56,8.021513190550102e-57
252,67584,1,32,0.0007312196219666,6.9687893692831106e-68,2.9645281728212498e-56,1.0045136199863329e-56
253,90624,1,32,0.0007212039274333,6.956367669446851e-68,3.0091249352979506e-56,9.948582550637522e-57
254,43520,1,32,0.0007315843527333,6.974610679315218e-68,2.954673537754047e-56,9.934789643101359e-57
255,56320,1,32,0.0007642762475333,7.054598478310977e-68,2.990692754431216e-56,1.017613170043104e-56
256,509440,1,32,0.0007405838578333,6.8200214709847165e-68,2.973187286897938e-56,1.0058080113288993e-56
257,417792,1,32,0.0007429423810666,6.72571966624228e-68,2.9680010402349505e-56,1.0154175667078084e-56
258,301568,1,32,0.0007616592678999,6.8968709576668515e-68,3.0421483788681867e-56,1.0231561556592457e-56
259,161280,1,32,0.0007008703283333,6.862992805045166e-68,2.975546614072064e-56,1.0042390636104997e-56
260,179712,1,32,0.0007618716230333,6.7093514763256405e-68,3.0552147221832e-56,1.01362028903428e-56
261,356352,1,512,0.0008546986047333,5.447609399429541e-68,2.2921075531898343e-56,8.037228809735559e-57
262,7168,1,32,0.0007570688279666,2.2061963571801762e-67,8.107171098428717e-56,2.4141677229527497e-56
263,142848,1,32,0.0007628592521666,6.683840225857102e-68,3.017090175800884e-56,9.969959652708059e-57
264,494592,1,32,0.0007778519541666,6.818828578956356e-68,2.9719527113633764e-56,1.0192407868440184e-56
